"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_name","gene_symbol"
"644285",29.8958772349746,0.60965942663771,0.937110604195614,0.650573607755749,0.51532177179573,0.999768645777355,NA,"uncharacterized LOC644285","LOC644285"
"153396",589.639929417016,-0.258832766419976,0.263444052042655,-0.982496148283005,0.325855479585823,0.986269740337695,"ENSG00000164180","transmembrane protein 161B","TMEM161B"
"112267943",3.73107610912418,3.67338245781121,3.50589469355279,1.04777318741673,0.29474311863569,NA,NA,NA,NA
"100505894",249.503158090762,-0.210168778463933,0.357160832511048,-0.588442962758052,0.556235007583588,0.999768645777355,"ENSG00000247828","TMEM161B divergent transcript","TMEM161B-DT"
"109729137",2.90638641580254,0.844873370046023,2.60531986639624,0.324287770167231,0.745720177827392,NA,"ENSG00000245864","MEF2C antisense RNA 2","MEF2C-AS2"
"4208",166.383375565371,-0.730110921195994,0.554314849569504,-1.31714119108124,0.187791302088505,0.890255170931683,"ENSG00000081189","myocyte enhancer factor 2C","MEF2C"
"107986361",5.53224240068679,4.37768035131426,3.14260010942911,1.39301221882459,0.163616095781184,NA,NA,NA,NA
"101929423",2.45442625575694,-0.706110293917957,2.79907729635779,-0.252265378607715,0.800835946767552,NA,"ENSG00000248309","MEF2C antisense RNA 1","MEF2C-AS1"
"107986360",21.7411323795343,0.188208207878625,1.04263211039338,0.18051257581892,0.856750182486066,0.999768645777355,NA,NA,NA
"1070",680.955433871283,-0.161042160932024,0.27975464245782,-0.575655007964005,0.564848392055863,0.999768645777355,"ENSG00000153140","centrin 3","CETN3"
"731157",16.069252821895,-0.0518250111881119,1.42147811156018,-0.0364585362002021,0.97091674003111,0.999768645777355,"ENSG00000255647","uncharacterized LOC731157","LOC731157"
"153364",146.340563914015,-0.265636185990639,0.471760944971961,-0.563073711000868,0.573384691950515,0.999768645777355,"ENSG00000176055","metallo-beta-lactamase domain containing 2","MBLAC2"
"10622",88.5157694763836,0.0922104280151301,0.681612508287955,0.135282769746612,0.892388307587895,0.999768645777355,"ENSG00000113356","RNA polymerase III subunit G","POLR3G"
"116068",657.844318982035,-0.393465134723724,0.330543276294713,-1.19035891195351,0.233905355057904,0.931365764781261,"ENSG00000176018","LysM domain containing 3","LYSMD3"
"84059",778.104647544863,-0.0873220688547932,0.26557711464705,-0.328801180669665,0.742305970611143,0.999768645777355,"ENSG00000164199","adhesion G protein-coupled receptor V1","ADGRV1"
"107986432",24.2194248626049,-0.27882104551988,1.05419546827415,-0.264487046198694,0.791404645173354,0.999768645777355,NA,"uncharacterized LOC107986432","LOC107986432"
"57561",1510.89260591988,-0.688408024566937,0.380211299866628,-1.81059328012718,0.0702038331732699,0.671218961176079,"ENSG00000113369","arrestin domain containing 3","ARRDC3"
"100129716",27.6492801780032,-0.822269214764703,1.25809036541536,-0.653585177479068,0.513379096369698,0.999768645777355,"ENSG00000281357","ARRDC3 antisense RNA 1","ARRDC3-AS1"
"107986434",4.91167664247639,-3.2269507995253,2.47718557135549,-1.30266817183161,0.192688072717356,NA,NA,"uncharacterized LOC107986434","LOC107986434"
"105379078",3.67151800001121,-3.87169612221692,2.90195682808255,-1.33416737449369,0.18214900924034,NA,NA,"uncharacterized LOC105379078","LOC105379078"
"105379080",3.22109504388815,5.07751603542432,4.14921767677576,1.2237285269087,0.221054654475197,NA,NA,"uncharacterized LOC105379080","LOC105379080"
"7025",19.3108626303516,0.681517695736729,1.42386907226495,0.478637895163099,0.632196254577735,0.999768645777355,"ENSG00000175745","nuclear receptor subfamily 2 group F member 1","NR2F1"
"83989",813.009796353566,-0.0745221371981647,0.285762174426197,-0.260783770097646,0.794259261070451,0.999768645777355,"ENSG00000113391","ARB2 cotranscriptional regulator A","ARB2A"
"134187",79.6870013113889,0.466790494318582,0.649060206206846,0.719179037406313,0.472030613659201,0.999768645777355,"ENSG00000248483","POU domain class 5, transcription factor 2","POU5F2"
"105379087",21.6033779718903,-0.624895446891809,1.09129424826969,-0.572618657051126,0.566902924447536,0.999768645777355,NA,"uncharacterized LOC105379087","LOC105379087"
"285600",131.223092618021,-1.16124823631348,0.644849308584521,-1.80080558489313,0.071733528310247,0.675705329670479,"ENSG00000185261","KIAA0825","KIAA0825"
"105379086",3.74440952861699,-1.56076794469361,2.89304998797417,-0.539488757947982,0.589549652013023,NA,NA,NA,NA
"84250",210.96076138623,0.0292280372243273,0.441756272561084,0.0661632647678721,0.947247843130989,0.999768645777355,"ENSG00000133302","SMC5-SMC6 complex localization factor 1","SLF1"
"79772",78.4933403954342,0.0809926540362544,0.766779908450495,0.105626990409704,0.915878309291019,0.999768645777355,"ENSG00000175471","multiple C2 and transmembrane domain containing 1","MCTP1"
"105379085",2.56195593940488,1.34220670360321,3.83932913977559,0.349594070927107,0.72664336121472,NA,NA,"uncharacterized LOC105379085","LOC105379085"
"153643",37.2253089347622,0.594609527655669,0.893727424909406,0.665314178666882,0.505849563696648,0.999768645777355,"ENSG00000153347","family with sequence similarity 81 member B","FAM81B"
"9652",4242.9206802611,-0.164548475140294,0.183571286126074,-0.896373711884791,0.370053202551708,0.998139332016304,"ENSG00000198677","SKI3 subunit of superkiller complex","SKIC3"
"153642",202.924789691319,-0.178901799696317,0.454594953480397,-0.393541103627828,0.693919871581496,0.999768645777355,"ENSG00000164291","arylsulfatase family member K","ARSK"
"285601",18.4714229002616,-1.0791798959007,1.1514332755711,-0.937249182211998,0.34863039634014,0.991757981419217,"ENSG00000178015","G protein-coupled receptor 150","GPR150"
"317671",85.357138193648,-0.0968996562476253,0.594526719029922,-0.162986209275396,0.870529292881303,0.999768645777355,"ENSG00000175449","Rieske Fe-S domain containing","RFESD"
"83890",71.4381419954026,0.0504657999589518,0.601979255780366,0.0838331212817812,0.933189113726594,0.999768645777355,"ENSG00000145757","spermatogenesis associated 9","SPATA9"
"105379090",11.1740454610394,-0.955797888773169,1.45126249632635,-0.658597525390911,0.510154252389553,0.999768645777355,NA,"uncharacterized LOC105379090","LOC105379090"
"22836",3566.93991158928,-0.476735573565441,0.173965698979395,-2.74039983952185,0.00613644821945268,0.210878314089156,"ENSG00000164292","Rho related BTB domain containing 3","RHOBTB3"
"2745",343.513123341514,0.679764942726442,0.380866172489433,1.78478686695469,0.0742958943737727,0.683945307840058,"ENSG00000173221","glutaredoxin","GLRX"
"102724720",3.33559140880271,0.815616758485401,2.87003824737448,0.284183236662971,0.776269961309897,NA,NA,"uncharacterized LOC102724720","LOC102724720"
"202299",6.29503333109831,1.17824084407112,2.89321226592583,0.407243138689681,0.683829420694932,NA,"ENSG00000236882","long intergenic non-protein coding RNA 1554","LINC01554"
"22936",4339.69985333003,0.311033304923236,0.180219280354696,1.72586032033354,0.0843725447641907,0.720580715481212,"ENSG00000118985","elongation factor for RNA polymerase II 2","ELL2"
"101929710",7.42597273851178,0.971936889014428,2.21989708777772,0.437829705874973,0.661509735257292,NA,"ENSG00000251314","uncharacterized LOC101929710","LOC101929710"
"105379096",10.7787477844646,1.40917900126654,1.52438019028825,0.92442752158835,0.355263771117322,0.993534869079129,NA,"uncharacterized LOC105379096","LOC105379096"
"107984114",66.4679971207093,-0.762116694180581,0.811588358119123,-0.939043403661933,0.347708460280053,0.991757981419217,NA,NA,NA
"107986365",5.97043887681337,1.86974367508046,1.94267177286129,0.962459897343642,0.335818638352461,NA,NA,"uncharacterized LOC107986365","LOC107986365"
"5122",10386.6324197229,-0.294213829747785,0.255899716106476,-1.14972315805683,0.250257913019117,0.940796598782789,"ENSG00000175426","proprotein convertase subtilisin/kexin type 1","PCSK1"
"107986362",14.6679816575062,-0.00449816927944026,1.39601917213988,-0.00322214004593164,0.997429108653186,0.999768645777355,NA,NA,NA
"831",1662.77183361415,0.32564434548896,0.233819906161007,1.3927143793511,0.163706178579408,0.862334442191366,"ENSG00000153113","calpastatin","CAST"
"107986364",9.98354382374109,-1.85483216230961,1.85889740245852,-0.997813090629135,0.318370001194399,0.983835734183115,NA,NA,NA
"107986363",74.3055553559996,1.05835849383028,0.618019803473278,1.7124993210287,0.0868046896297439,0.727637030131982,NA,"uncharacterized LOC107986363","LOC107986363"
"105379094",31.5299301610995,0.879352717578489,0.944710859823219,0.930816776831632,0.351948349847529,0.993307299100319,NA,NA,NA
"51752",512.828506127639,0.528054265191212,0.268570200242584,1.96616849045148,0.0492791509415225,0.590757276417209,"ENSG00000164307","endoplasmic reticulum aminopeptidase 1","ERAP1"
"102724748",73.3434885612543,-0.153562591114496,0.639117615168143,-0.240272819071175,0.810118765121156,0.999768645777355,NA,NA,NA
"64167",141.291051342817,-0.194346932203931,0.635043228766964,-0.306037326909675,0.759576225597838,0.999768645777355,"ENSG00000164308","endoplasmic reticulum aminopeptidase 2","ERAP2"
"4012",1538.49947199571,-0.320530513049464,0.198536314961692,-1.61446792800255,0.106425968029157,0.775952255599325,"ENSG00000113441","leucyl and cystinyl aminopeptidase","LNPEP"
"101926893",2.85873069320494,2.17098369463682,2.71775944692503,0.798813779156632,0.424398399529342,NA,NA,"LIX1 and RIOK2 antisense RNA 1","LIX1-AS1"
"55781",823.794638925252,-0.383988827654351,0.280102997450305,-1.37088439306144,0.170410997259521,0.874999062003802,"ENSG00000058729","RIO kinase 2","RIOK2"
"109729164",6.48377552556643,-3.67224858523572,2.60898625402508,-1.40753849491168,0.159267770794654,NA,"ENSG00000248202","long intergenic non-protein coding RNA 2234","LINC02234"
"285704",235.049844601695,-0.278139559380188,0.363402722136549,-0.765375552898792,0.444047946173314,0.999768645777355,"ENSG00000174136","repulsive guidance molecule BMP co-receptor b","RGMB"
"503569",10.74283918547,-0.492436942516326,1.4566863110742,-0.338052838674091,0.735323369696379,0.999768645777355,"ENSG00000246763","RGMB antisense RNA 1","RGMB-AS1"
"1105",946.000349353408,0.079709980669061,0.250114527934384,0.318693925248407,0.749958621601073,0.999768645777355,"ENSG00000153922","chromodomain helicase DNA binding protein 1","CHD1"
"100289230",136.24835640658,0.503078261971204,0.481900785559339,1.04394571880036,0.296510504170812,0.974126756956252,"ENSG00000248489","uncharacterized LOC100289230","LOC100289230"
"100652833",15.0507370021471,0.000985845448047458,1.23871465323377,0.000795861617906776,0.999364994369572,0.999768645777355,"ENSG00000206356","putative POM121-like protein 1-like","LOC100652833"
"105379101",4.32798120024133,-5.64010133132796,3.73998869520746,-1.5080530426617,0.131540951971479,NA,NA,"uncharacterized LOC105379101","LOC105379101"
"100133050",7.76404059745514,-0.419028736658893,1.67001159212957,-0.250913669482111,0.801880855707098,NA,NA,"GUSB pseudogene 19","GUSBP19"
"105379100",15.3401065687106,1.00310706607091,1.32846193581075,0.755089053762552,0.450195550595374,0.999768645777355,"ENSG00000249787","uncharacterized LOC105379100","LOC105379100"
"345757",371.370544958534,-0.157521317226435,0.307921601938829,-0.511563060969421,0.60895684346573,0.999768645777355,"ENSG00000174132","family with sequence similarity 174 member A","FAM174A"
"7903",91.3341093665299,-0.230956744499941,0.662614878988767,-0.348553513999579,0.727424531926896,0.999768645777355,"ENSG00000113532","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","ST8SIA4"
"353189",26.9388957050776,-2.48681686678309,1.13616605061917,-2.18877941778656,0.0286128764011102,0.459109708925674,"ENSG00000173930","solute carrier organic anion transporter family member 4C1","SLCO4C1"
"285708",6.68058928741127,-2.26404896134743,2.83166855182467,-0.799545893140822,0.423973946796386,NA,"ENSG00000250682","long intergenic non-protein coding RNA 491","LINC00491"
"105379104",10.4206610004337,-2.44709241466861,1.91675301251869,-1.27668635379007,0.201713001095858,0.901379859976662,NA,"uncharacterized LOC105379104","LOC105379104"
"5066",11826.9747186155,0.110249616863928,0.220812082771107,0.499291594374444,0.617573975876733,0.999768645777355,"ENSG00000145730","peptidylglycine alpha-amidating monooxygenase","PAM"
"54826",272.696130748361,-0.521755084321415,0.440367362179068,-1.18481778881072,0.236089497640742,0.931792857853697,"ENSG00000145723","gypsy retrotransposon integrase 1","GIN1"
"23262",1704.86125736601,-0.184750614358015,0.202481152342696,-0.912433637503837,0.361540488944712,0.995757218789286,"ENSG00000145725","diphosphoinositol pentakisphosphate kinase 2","PPIP5K2"
"90355",320.256894365646,-0.0667957096879183,0.371197852594712,-0.179946379595165,0.857194663795395,0.999768645777355,"ENSG00000181751","macrophage immunometabolism regulator","MACIR"
"83594",545.176807046015,-0.0195334277694457,0.356877445598423,-0.0547342736571416,0.956350163848951,0.999768645777355,"ENSG00000112874","nudix hydrolase 12","NUDT12"
"105379107",22.8011171711972,-1.2389524892788,1.08758658199989,-1.13917596059393,0.254629770044851,0.942760174091298,NA,"uncharacterized LOC105379107","LOC105379107"
"101930276",2.68715685814015,-1.427796795856,3.7906876519981,-0.37665904630876,0.706427001314031,NA,"ENSG00000283462","uncharacterized LOC101930276","LOC101930276"
"1946",2589.57089635667,-0.272403472968798,0.294114310366523,-0.926182315404275,0.35435124137614,0.993534869079129,"ENSG00000184349","ephrin A5","EFNA5"
"64839",669.390910835087,0.110962174734594,0.251190065128068,0.441745873500292,0.658673110127547,0.999768645777355,"ENSG00000145743","F-box and leucine rich repeat protein 17","FBXL17"
"105379114",5.64457397857597,-1.04528066800024,2.39878678839231,-0.435753887364368,0.663015303661502,NA,NA,"uncharacterized LOC105379114","LOC105379114"
"100652853",24.6656202948504,0.751433681823398,1.03705207068917,0.724586260479706,0.468705890366231,0.999768645777355,NA,"long intergenic non-protein coding RNA 1023","LINC01023"
"2241",810.028361237399,0.0988746579723434,0.285838220673547,0.34591125616216,0.729409409070836,0.999768645777355,"ENSG00000151422","FER tyrosine kinase","FER"
"285638",19.0726013484966,1.409454076918,1.39417549528862,1.01095886542333,0.312036117962848,0.982248758632041,"ENSG00000249476","uncharacterized LOC285638","LOC285638"
"9867",4302.30287276423,-0.487399332893404,0.251844846503421,-1.93531588857342,0.0529515437723512,0.607858089636383,"ENSG00000198961","praja ring finger ubiquitin ligase 2","PJA2"
"105379117",7.53314365241319,-2.08540208069293,2.02762466263418,-1.02849512492302,0.303716982870371,NA,NA,"uncharacterized LOC105379117","LOC105379117"
"4124",850.935192606395,-0.0523613738676619,0.252903766444822,-0.20704070407384,0.835978069886651,0.999768645777355,"ENSG00000112893","mannosidase alpha class 2A member 1","MAN2A1"
"642987",234.065568076102,0.139191774566029,0.385784682298905,0.360801713890194,0.718247681486393,0.999768645777355,"ENSG00000186952","transmembrane protein 232","TMEM232"
"91137",1074.75763211111,-0.012216947572562,0.231726148343904,-0.0527214889639078,0.957953817117289,0.999768645777355,"ENSG00000164209","solute carrier family 25 member 46","SLC25A46"
"85480",23.2263604494824,-0.269530822303759,1.10862833371671,-0.243120993850254,0.807911668308424,0.999768645777355,"ENSG00000145777","thymic stromal lymphopoietin","TSLP"
"134430",685.207060183373,-0.192114572469202,0.270862045360296,-0.709270921341727,0.478156369851157,0.999768645777355,"ENSG00000134987","WD repeat domain 36","WDR36"
"814",189.420146041837,0.0627515523724633,0.541455995971043,0.115894094514412,0.907736476053256,0.999768645777355,"ENSG00000152495","calcium/calmodulin dependent protein kinase IV","CAMK4"
"134429",321.920337984645,0.0882235738856326,0.407845801024905,0.216316003901301,0.828741435063181,0.999768645777355,"ENSG00000164211","StAR related lipid transfer domain containing 4","STARD4"
"100505678",200.173650715557,0.0303554593515438,0.546246626925191,0.0555709781173642,0.955683584872951,0.999768645777355,"ENSG00000246859","STARD4 antisense RNA 1","STARD4-AS1"
"9315",638.524671725126,-0.452918650985733,0.343939142476977,-1.31685695243615,0.187886578242338,0.890255170931683,"ENSG00000134986","neuronal regeneration related protein","NREP"
"64097",313.061971562179,0.117943679623431,0.45324913444658,0.260218212589508,0.794695456439177,0.999768645777355,"ENSG00000129595","erythrocyte membrane protein band 4.1 like 4A","EPB41L4A"
"114915",271.43278924656,0.387240977941925,0.389112397200646,0.995190543215317,0.31964360032126,0.983932084282217,NA,"EPB41L4A antisense RNA 1","EPB41L4A-AS1"
"54508",3.37705213917401,-0.842056309281343,3.49397210284635,-0.241002585165281,0.809553112900409,NA,"ENSG00000278921","EPB41L4A divergent transcript","EPB41L4A-DT"
"102467214",5.77146032794314,-1.32265877817842,1.91837914477474,-0.689466825043979,0.490529543185914,NA,"ENSG00000250358","long intergenic non-protein coding RNA 2200","LINC02200"
"324",1895.97092208733,-0.186478419123587,0.225674601243364,-0.826315491846119,0.408625147760105,0.998139332016304,"ENSG00000134982","APC regulator of WNT signaling pathway","APC"
"6728",1566.9585772827,-0.132542528051504,0.199717093656232,-0.663651396207709,0.506913453986956,0.999768645777355,"ENSG00000153037","signal recognition particle 19","SRP19"
"7905",4572.51368205499,-0.560000614003834,0.207566455801954,-2.69793407533127,0.00697712561947122,0.224159640127203,"ENSG00000129625","receptor accessory protein 5","REEP5"
"105379123",3.86027547222609,1.06670738031352,2.35167475585166,0.453594774387587,0.650120515333804,NA,NA,"uncharacterized LOC105379123","LOC105379123"
"167227",783.862898478457,-0.211022410737642,0.29103936885737,-0.725064830803208,0.468412258809306,0.999768645777355,"ENSG00000172795","decapping mRNA 2","DCP2"
"4163",824.640088497438,-0.471932607986481,0.275847068951647,-1.71084873143678,0.087109040955785,0.727887505190133,"ENSG00000171444","MCC regulator of WNT signaling pathway","MCC"
"64848",810.395322340162,-0.285211690070863,0.252080386986472,-1.13143149881854,0.25787352004603,0.946445438313902,"ENSG00000047188","YTH N6-methyladenosine RNA binding protein C2","YTHDC2"
"3781",4.35972372964129,-0.359922004780171,2.33465431104739,-0.15416500981625,0.877479630443928,NA,"ENSG00000080709","potassium calcium-activated channel subfamily N member 2","KCNN2"
"101927078",2.41142007991934,3.0914088355,3.45935586633227,0.893637126375674,0.371516075410583,NA,NA,"uncharacterized LOC101927078","LOC101927078"
"55521",14.2156903677764,-2.67718641157439,1.49079301494988,-1.79581362719519,0.0725241627277547,0.677521407762773,"ENSG00000152503","tripartite motif containing 36","TRIM36"
"5229",1238.85181769226,-0.378704617672816,0.235966074326331,-1.60491129393916,0.108513327716576,0.779979608971757,"ENSG00000164219","protein geranylgeranyltransferase type I subunit beta","PGGT1B"
"153733",209.759907376957,-0.221973259094086,0.427179481073573,-0.519625283818011,0.603324772102093,0.999768645777355,"ENSG00000164221","coiled-coil domain containing 112","CCDC112"
"56929",357.950464388257,0.494446591236483,0.388114078116989,1.27397231668428,0.202673227308876,0.901559673388971,"ENSG00000145780","fem-1 homolog C","FEM1C"
"100302736",102.504461092165,-0.2630670563289,0.52346543525289,-0.502549048347023,0.615281359627794,0.999768645777355,"ENSG00000251201","TMED7-TICAM2 readthrough","TMED7-TICAM2"
"353376",66.6867705727361,0.115906919769009,0.678845225097335,0.170741305210462,0.864427182827762,0.999768645777355,"ENSG00000243414","TIR domain containing adaptor molecule 2","TICAM2"
"101927100",31.6987054378785,0.533654067162649,0.921469948079853,0.579133446809275,0.562499133313013,0.999768645777355,NA,"TICAM2 antisense RNA 1","TICAM2-AS1"
"51014",2189.87505960852,-0.64710827424053,0.230407538389112,-2.80853777078983,0.00497670441254288,0.184847971240282,"ENSG00000134970","transmembrane p24 trafficking protein 7","TMED7"
"1036",261.675942395283,1.02766584157383,0.589828957285359,1.74231161234195,0.0814539325723994,0.708223000941996,"ENSG00000129596","cysteine dioxygenase type 1","CDO1"
"9140",956.274124940657,0.0871885347835674,0.2251752419851,0.387203024697256,0.698605911080131,0.999768645777355,"ENSG00000145782","autophagy related 12","ATG12"
"1176",331.240519940625,-0.233929547281514,0.377528196029958,-0.619634638528963,0.535498356451281,0.999768645777355,"ENSG00000177879","adaptor related protein complex 3 subunit sigma 1","AP3S1"
"107986443",12.2045107058837,5.55104519202671,2.64037573742858,2.10236941407164,0.0355209283100336,0.506454222953133,"ENSG00000287148","lincRNA adipogenesis and lipogenesis associated","LINCADL"
"51397",1619.71876318376,-0.556347566139962,0.264872853012813,-2.10043256532993,0.0356908068469469,0.507935939472887,"ENSG00000145781","COMM domain containing 10","COMMD10"
"101927190",19.8607713428083,-1.51462729358888,1.22171493618588,-1.23975507602244,0.215065999055092,0.913794384756875,NA,"uncharacterized LOC101927190","LOC101927190"
"57556",377.965686712743,-0.303295194237653,0.376246477674591,-0.806107730528624,0.420180734551796,0.998139332016304,"ENSG00000092421","semaphorin 6A","SEMA6A"
"101927233",17.8014545345388,0.23685598567747,1.16229118438814,0.203783689370541,0.838522539384192,0.999768645777355,"ENSG00000248445","SEMA6A antisense RNA 1","SEMA6A-AS1"
"105379132",9.7827316175296,-2.82952492243265,1.94642139345013,-1.4537062385125,0.146027767845149,0.841636717330075,"ENSG00000249167","SEMA6A antisense RNA 2","SEMA6A-AS2"
"728342",29.4104491125191,1.24628402591935,1.0589015852963,1.1769592596942,0.239211767520091,0.932829622287168,NA,"long intergenic non-protein coding RNA 992","LINC00992"
"101927280",7.81724433065756,-3.3582300163101,2.0829559457419,-1.61224245917212,0.106909189157002,NA,NA,"long intergenic non-protein coding RNA 2208","LINC02208"
"285605",59.8446415031687,-0.258257295284291,0.704701909953815,-0.366477359627444,0.714008903701197,0.999768645777355,"ENSG00000169570","DTW domain containing 2","DTWD2"
"100422885",553.998404532159,-0.341312205730805,0.327392678712024,-1.04251630510964,0.297172369970192,0.974251982368482,"ENSG00000283498","microRNA 1244-2","MIR1244-2"
"105379143",11.7090905862837,0.157073526947715,1.43878269506926,0.109171126040096,0.913066761481463,0.999768645777355,NA,"DMXL1 divergent transcript","DMXL1-DT"
"1657",733.002276280793,-0.00593478048682829,0.268306656379864,-0.0221193934094051,0.98235271655661,0.999768645777355,"ENSG00000172869","Dmx like 1","DMXL1"
"25816",495.426182693714,0.323466710106739,0.395850729047374,0.817143146067133,0.413846628538988,0.998139332016304,"ENSG00000145779","TNF alpha induced protein 8","TNFAIP8"
"102723444",11.732473336432,-0.288068014220149,1.50683421637238,-0.191174325012114,0.848389018290534,0.999768645777355,NA,"uncharacterized LOC102723444","LOC102723444"
"3295",1307.587061245,-0.227772975564404,0.246815301858038,-0.922847869843228,0.356086490375869,0.993534869079129,"ENSG00000133835","hydroxysteroid 17-beta dehydrogenase 4","HSD17B4"
"51334",4.73124718867891,0.924152925241456,2.20283984775898,0.419527968037089,0.674830319180617,NA,"ENSG00000184838","proline rich 16","PRR16"
"153443",567.156814052331,-0.212496238096608,0.283624459025347,-0.749216900498758,0.45372648438171,0.999768645777355,"ENSG00000151304","serum response factor binding protein 1","SRFBP1"
"4015",44.4992178022172,0.259153881410261,0.870561166594393,0.29768601145404,0.765942820908215,0.999768645777355,"ENSG00000113083","lysyl oxidase","LOX"
"9627",5.65662459180069,-0.307150942651123,2.98453895190518,-0.102914033825913,0.918031199461345,NA,"ENSG00000064692","synuclein alpha interacting protein","SNCAIP"
"6643",2163.25822734956,-0.00897342278352347,0.221175459744739,-0.0405715118389708,0.967637495708993,0.999768645777355,"ENSG00000205302","sorting nexin 2","SNX2"
"105379154",6.00088744297036,-1.72727498549878,2.22386490303954,-0.776699602182657,0.4373360216294,NA,NA,"uncharacterized LOC105379154","LOC105379154"
"28966",452.584296938268,0.0748848889259405,0.301288882042857,0.248548464245317,0.803710077131152,0.999768645777355,"ENSG00000064652","sorting nexin 24","SNX24"
"5480",65.3907322928153,0.242447005180462,0.666352288883872,0.363842083571975,0.715975935148705,0.999768645777355,"ENSG00000168938","peptidylprolyl isomerase C","PPIC"
"107986447",3.84943093323978,-0.803124506193851,2.42532866527851,-0.33114048322256,0.74053837378301,NA,NA,"PPIC antisense RNA 1","PPIC-AS1"
"93166",12.9229749737303,0.211374830282638,1.50232068277468,0.140698875217669,0.888107833703047,0.999768645777355,"ENSG00000061455","PR/SET domain 6","PRDM6"
"153241",295.443092344001,-0.268523316899674,0.330677794904907,-0.812039154237416,0.416769164901337,0.998139332016304,"ENSG00000168944","centrosomal protein 120","CEP120"
"1456",408.078501006742,-0.156650439279331,0.329772587559448,-0.475025654614459,0.634768687688995,0.999768645777355,"ENSG00000151292","casein kinase 1 gamma 3","CSNK1G3"
"57507",382.308989035635,0.301218279715563,0.376714299913132,0.799593431374976,0.423946394465389,0.999768645777355,"ENSG00000168916","zinc finger protein 608","ZNF608"
"65983",1116.14981963275,-0.861903560281578,0.252730359383627,-3.41036811874773,0.000648752509385048,0.0481095559232399,"ENSG00000155324","GRAM domain containing 2B","GRAMD2B"
"101927514",54.3316790361715,-0.390048261272705,0.695725365394651,-0.56063538958573,0.575046120938067,0.999768645777355,NA,"uncharacterized LOC101927514","LOC101927514"
"501",598.177318865323,-0.0562954720474424,0.324473798802874,-0.173497743901483,0.862260201096732,0.999768645777355,"ENSG00000164904","aldehyde dehydrogenase 7 family member A1","ALDH7A1"
"51808",1110.39670575123,-0.271640805104903,0.218391573992143,-1.2438245676762,0.213564136364549,0.913346869197534,"ENSG00000164902","phosphorylated adaptor for RNA export","PHAX"
"4001",23.8008088943585,-1.91982148308284,1.05025829158631,-1.82795175097655,0.0675567932039696,0.661776315959846,"ENSG00000113368","lamin B1","LMNB1"
"115123",30.5203781844157,0.774490874327657,1.00154117946059,0.7732990816661,0.439345399140123,0.999768645777355,"ENSG00000173926","membrane associated ring-CH-type finger 3","MARCHF3"
"105379163",49.7118578365713,-0.107519078075218,0.96798435435695,-0.111075223056312,0.91155669627905,0.999768645777355,NA,"uncharacterized LOC105379163","LOC105379163"
"401207",543.188135348925,0.583125043663963,0.263514894208413,2.21287318660164,0.026906389766057,0.445034166582175,"ENSG00000164241","chromosome 5 open reading frame 63","C5orf63"
"105379198",20.7976043849317,0.654575853229747,1.07322002503808,0.609917666423083,0.541916349114266,0.999768645777355,NA,"uncharacterized LOC105379198","LOC105379198"
"84466",8.68283566173357,0.101249980956021,2.13465819338264,0.0474314722937339,0.962169345976947,NA,"ENSG00000145794","multiple EGF like domains 10","MEGF10"
"133619",1154.34650784474,-0.0936243892613006,0.285803083561925,-0.32758355191439,0.743226559977711,0.999768645777355,"ENSG00000164244","proline rich coiled-coil 1","PRRC1"
"728586",13.7346920706919,0.792277557277368,2.03052966746427,0.390182704528895,0.696401449897307,0.999768645777355,"ENSG00000230561","coiled-coil domain containing 192","CCDC192"
"644873",230.741864355581,0.476519099265196,0.400558339233961,1.18963719536211,0.23418901992663,0.931589828380697,"ENSG00000245937","SLC12A2 divergent transcript","SLC12A2-DT"
"101929964",8.12685666446944,1.23981882700864,2.11517099006206,0.586155366556092,0.557771112477804,NA,NA,NA,NA
"6558",561.678561414825,-0.161394823761608,0.302441491540788,-0.533639822166534,0.593590751239103,0.999768645777355,"ENSG00000064651","solute carrier family 12 member 2","SLC12A2"
"28965",100.203869020662,-1.8401448699658,0.68838303686648,-2.67314092796671,0.00751446747068311,0.232507988325654,"ENSG00000113396","solute carrier family 27 member 6","SLC27A6"
"51015",366.301912148312,0.321347038964422,0.299929338109579,1.0714091558693,0.283985497813311,0.9649078309648,"ENSG00000066583","isochorismatase domain containing 1","ISOC1"
"102723654",2.45473798692242,-0.0411594459632974,3.32403046372231,-0.0123823913205676,0.990120533599395,NA,NA,"uncharacterized LOC102723654","LOC102723654"
"171019",6.25152840034859,-6.17042958598139,3.335470857162,-1.84994258688607,0.0643218249683774,NA,"ENSG00000145808","ADAM metallopeptidase with thrombospondin type 1 motif 19","ADAMTS19"
"337876",24.2881409634942,0.60527725802947,1.66951843715285,0.362546016000695,0.716944043139297,0.999768645777355,"ENSG00000198108","chondroitin sulfate synthase 3","CHSY3"
"105379170",5.90743317440693,-0.650447251659496,2.9466486000363,-0.220741370943072,0.825293816576284,NA,NA,NA,NA
"3094",7580.32712071302,0.166232509410141,0.177436381059329,0.936856964832702,0.348832138539271,0.991757981419217,"ENSG00000169567","histidine triad nucleotide binding protein 1","HINT1"
"90624",836.121178224379,-0.675647430487669,0.234669012254803,-2.87915061300915,0.00398747852601625,0.164504114087098,"ENSG00000186687","LYR motif containing 7","LYRM7"
